course_title,course_code,university,country,source_url,academic_year,semester,semester_normalized,study_level,credits,credit_system,ects_credits,aims,course_content,learning_outcomes,assessment_methods,literature
Company Managemnet,2OP832,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=70949;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,"The aim of the course is to develop professional knowledge in an area of business management with emphasis on each phase of company growth and specifics of particular growth phases, strategy formulation and strategic management, performance, and change management, crises in business, and their possible solutions.","1. Historical development of management (allotment 4/0) a. Classical period of management, human relations, contingency approaches c. Development of management in the 20th-century d. Current trends in management in the 21st century 2. Strategic management of the enterprise (allotment 5/0) a. Description of the most important managerial tools and their use b. Formulation of mission, vision, strategy. Determination of objectives c. Planning. Organizing. Decision making. Implementation d. New trends in strategy and planning 3. Business growth models (allotment 4/0) a. Greiner's model. Churchill and Lewis model b. Internal and external determinants of prosperity c. Performance and prosperity of the enterprise, possibilities of their increase 4. Organizing (allotment 4/0) a. Classical organizational structures. b. Organizational charts. Number of subordinates. c. Modern trends in organizing. 5. Change management in the company (allotment 6/0) a. Consequences of turbulent environments. Uncertainty, risk, change b. Innovation and its management. Supporting innovation c. Technology and change management d. Changing corporate culture. Diversity. Change in the nature of work and workplaces e. Selected change management models and their application f. Implementing change in the enterprise, managing resistance to change 6. Crisis management in the enterprise (allotment 3/0) a. Causes and prevention of crises b. Options for dealing with crisis situations c. Social responsibility and ethics. Dilemmas","- describe and explain historical stages in management development from the 19th century to the present - design a corporate mission and vision and link them to the organization's strategic, tactical and operational plans - identify the main factors in improving business performance and propose appropriate measures to strengthen it, design and implement basic management decisions at the various stages of business development - diagnose business dysfunction and propose corrective and restructuring measures, manage the business in an environment of unstable environment, continuous change and uncertainty - understand and manage relationships in a matrix, network, and virtual organization, delegate work effectively, promote self-management, self-control, agile management and effectively promote change.",Active lecture/seminar/workshop/tutorial participation: 20 % Presentation or defence: 30 % Final test: 40 % Evaluation of another team's presentation: 10 %,"Basic: Daft, R. L. (2016). Organization theory and design. Cengage Learning. SCHERMERHORN, John R. Exploring management. Hoboken: John Wiley & Sons, 2012. ISBN 978-0-470-87821-7. Cejthamr, V., & Dědina, J. (2010). Management a organizační chování (2nd ed.). Grada Publishing."
Labour Law,2OP844,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=70950;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,The aim of this course is to deepen the knowledge of students concerning labour law and its position within the system of Czech law. Students will also get to know to practical challenges in the area of labour relations and to the possibilities of finding a solution in managerial practice.,"1.Labor law in the legal system. Labor relations. (allowance 2/0) 2.Establishment and commencement of employment. (allowance 2/0) 3.Changes in employment. (allowance 2/0) 4.Working hours, rest periods, and vacation. Obstacles to work. (allowance 2/0) 5.Remuneration for work. (allowance 2/0) 6.Occupational health and safety. Employee care and special working conditions for certain employees. (allowance 2/0) 7.Termination of employment. Effective management of labor disputes (allowance 4/0) 8.Prohibition of discrimination and unequal treatment in labor relations (allowance 2/0) 9.Liability relationships (allowance 4/0) 10.Agreements on work performed outside of employment (allowance 2/0) 11.Introduction to collective labor law (allowance 2/0)","-manage personal agenda, -contract and cancel labour relations, -assess validity and effects of labour acts, -realise basic rights and duties of the employer from the point of view of the manager, -fulfil the duties of employers set in public law (especially labour codex), -negotiate with employee representatives, e.g. within collective bargaining.",Active lecture/seminar/workshop/tutorial participation: 12 % Final oral exam: 88 %,"Basic: KOLDINSKÁ, Kristina; POLÁK, Petr; PRESSEROVÁ, Petra; TOMŠEJ, Jakub. Antidiskriminační zákon a související předpisy. Praha: Wolters Kluwer, 2023. ISBN 978-80-7676-615-0. HŮRKA, Petr. Pracovní právo v bodech s příklady. Praha: Wolters Kluwer, 2022. ISBN 978-80-7552-637-3. Recommended: PICHRT, Jan. Pracovní právo. 2. vydání. Academia iuris. V Praze: C.H. Beck, 2025. ISBN 978-80-7699-024-1 platné právní předpisy určené vyučujícím"
Retail Management 1,2OP821,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=71101;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,"Students will get to know to the importance of trade, especially retail, in national and world economy and they will get familiar with business environment of retailing. The course enables the students understand transnational character and strategy of high-power firms in relationship to their suppliers, competition and customers. Issues of retail typology and principles of fair entrepreneurship are covered in this course as well. Students will also learn how to apply some methods of analysis and management used in retail business.","1.Importance, definition and functions of business in the economy, importance of retailing, business environment, development. (allowance 2/0) 2.Retailing -- importance for the GDP creation, retailing as the inter-link between production and consumption, development of business performance. (allowance 2/0) 3.Wholesale trade and its forms according to different viewpoints, modes of supply, importance of ECR. (allowance 2/0) 4.4. Business concentration and its measurement, development of retailing from the point of view of different chains, internationalization, diversification, globalization (allowance 2/0) 5.Process of the integration of retail firms, strategy of the expansion on foreign market, forms of market entry. (allowance 2/0) 6.Cooperation in retailing and its forms, decision making on a cooperation form. (allowance 2/0) 7.7. Store Retail -- formats of retailing from the point of view of systemic and instrumental characteristics, choice of level of the retail circle, Store Retail -- formats of retailing from the point of view of systemic and instrumental characteristics, choice of level of the retail circle 7. Store Retail -- formats of retailing from the point of view of systemic and instrumental characteristics, choice of level of the retail circle Store Retail -- formats of retailing from the point of view of systemic and instrumental characteristics, choice of level of the retail circle (allowance 2/0) 8.Nonstore Retail -- direct sale, mail-order trade, electronic trade -- development, strategy, application. (allowance 2/0) 9.Characteristics of retail operations, performance of a retail firm and its measurement, calculation of the number of necessary staffs, staff motivation. ( (allowance 2/0) 10.Analysis of a retail turnover from the point of view of its development as well as structure, measurement of the efficiency and profitability of a retail firm, assessment of the importance of a retail unit's localization as the impact on its performance. (allowance 3/0) 11.Territorial analysis in retailing, purchasing power of population, Buying Power Index of a locality, efficient range of the capacity of a retail unit for the given locality, stream buying, rate of realization etc. (allowance 4/0)","-be able to work with national and international statistics describing trade, -be able to use tools of performance analysis and trade management including HR management, -be able to use current terminology concerning retail formats, -know tendencies of development",Active lecture/seminar/workshop/tutorial participation: 6 % Term paper: 30 % Final test: 64 %,"Basic: Zeman, J. (2025). Retail business. VŠE, Nakladatelství Oeconomica. Recommended: CIMLER, Petr; ZADRAŽILOVÁ, Dana. Retail management. Praha: Management Press, 2007. ISBN 978-80-7261-167-6."
Retail Management 2,2OP851,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=71107;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,"The course introduces modern concepts of business logistics. Methods of inventory management and inventory optimization, ways of calculating trade concentration and location analysis are taught. It also provides knowledge in the field of consumer protection.","1.Business logistics, definition, functions. (allowance 0/0) 2.Logistical solutions of retail firms. (allowance 0/0) 3.Optimization of stores. Models of stores. (allowance 0/0) 4.Conditions of the territorial analysis, determination of basic concepts. (allowance 0/0) 5.Methods of the territorial analysis. (allowance 0/0) 6.Consumer protection -- theoretical basis, genesis. (allowance 0/0) 7.Consumer protection in the European Union and in the Czech Republic. (allowance 0/0)","- define aims of business logistics, - calculate inventory levels important for managing inventory, - Identify and apply the appropriate method for calculating the concentration , - explain the importance of location analysis, - understand the state consumer policy.",Active lecture/seminar/workshop/tutorial participation: 6 % Final test: 40 % Final oral exam: 54 %,"Basic: CIMLER, Petr; ZADRAŽILOVÁ, Dana. Retail management. Praha: Management Press, 2007. ISBN 978-80-7261-167-6."
Retail Marketing,2OP843,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=70953;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,"The aim of this course is to teach the students use marketing tools in the area of business, especially in retail companies. Methods used when gaining information through market research are emphasised. Price and price survey, especially from the point of view of the consumer, are given attention when talking about marketing mix. With respect for the trends in communication, the issue of in-store marketing is stressed in the course.","1. Consumer vs. customer, consumer behaviour, models of consumer behavior 2. Customer in this time and in future, his life style 3. marketing and psychology access to typology of consumers 4. Typology of customers according to research agency GfK, AISA, communications agency Young & Rubicam and TN Sofres 5. Market research as part of information system retailing company, sorts of research, source of informations. Respondents for typy market research, selections of respondents 6. Aplication of kvantitive market research in retailing company 7. Aplication of kvalitative market research in retailing company 8. Mark vs. Brand (substance, diferences, importance for retailing company strategic managing of brand. Aplication private labels of retailing chains 9. Marketing and commercial communications in retailing company, substance, form, characteristics, importance 10.Forms of ATL a BTL marketing communications activities (In-Store, Sales Promotion, Sampling, Merchandising, Couponing, Event Marketin g and their aplication in retailing company 11.CRM (Consumer Relationship Management)and its aplication in retailing company 12. Pricing promotion in retailing company, methods of pricing promotion","- use marketing tools in the area of business focused mainly on retail companies, - use particular methods of market research to gain information needed to use marketing tools, - prepare a survey of brand awareness using aided awareness and top of mind awareness methods, - prepare a price survey with the aim to find out the expected price, test the price scale and set a price threshold, - apply particular methods of qualitative market research - propose a marketing strategy for retail company or for its business operation unit.",Term paper: 40 % Final test: 60 %,"Basic: BÁRTA, Vladimír; POSTLER, Milan; PÁTÍK, Ladislav. Retail marketing. Praha: Management Press, 2009. ISBN 978-80-7261-207-9. BÁRTA, Vladimír; POSTLER, Milan. Retail marketing : (přepracované vydání). Praha: Press21, 2020. ISBN 978-80-907529-1-7. JESENSKÝ, Daniel. Marketingová komunikace v místě prodeje : POP, POS, in-store, shopper marketing. Praha: Grada Publishing, 2020. ISBN 978-80-271-1724-6."
Communication Skills Training,2OP815,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=71105;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,The course aims to develop specific communication skills of participants for interpersonal communication both with their co-workers and clients.,"1.Communication skills -- Johari windows, feedback, empathy and active listening, giving and accepting of feedback, interaction. (allowance 0/0) 2.Non-verbal communication -- mimicry, gesticulation, proxemics, haptics, paralinguistics, creation of personal image. (allowance 0/0) 3.Construction of efficient presentation. Differences of personal, telephonic and electronic communication. (allowance 0/0) 4.Assertiveness and communication -- role of assertive, submissive, aggressive and manipulative communication, assertive rights. (allowance 0/0) 5.Preparation and training of presentation by using video-presentation. (allowance 0/0) 6.Communication with different personality types, analysis of their motivation (allowance 0/0) 7.Communication with problematic persons. (allowance 0/0) 8.Causes of communication failures, noises, using efficient techniques to influence and manage conflict situations. Principles of transaction analysis. (allowance 0/0) 9.Emphasis on differentiation of motivation from manipulative techniques. Team roles suitable for individual personality types. (allowance 0/0)","- manage principles of successful communication, namely active listening, questioning - interpret elements of non-verbal communication - criticise constructively - prevent conflicts - communicate effectively with partners of different personality types - provide and accept feedback in a professional way - communicate assertively - defend against manipulative and aggressive conversation",Active lecture/seminar/workshop/tutorial participation: 78 % Term paper: 22 %,"Basic: DHAWAN, Erica. Digitální řeč těla : jak budovat důvěru a vztahy bez ohledu na vzdálenost. V Brně: CPress, 2023. ISBN 978-80-264-4687-3. DALE CARNEGIE TRAINING (FIRMA). Naslouchejte!. Praha: Dobrovský s.r.o., 2021. ISBN 978-80-277-0247-3. LOŠŤÁKOVÁ, Olga. Empatická a asertivní komunikace : jak zvládat obtížné komunikační situace. Praha: Grada, 2020. ISBN 978-80-271-2227-1. HAVENER, Thorsten. Tichá řeč těla : jak číst myšlenky a pocity jiných lidí. Praha: Grada, 2022. ISBN 978-80-271-3199-0. KARP, Gabe. Konflikt jako cesta k úspěchu : nezlobte se na tučňáky doma ani v práci!. Praha: Grada, 2023. ISBN 978-80-271-3706-0. JÍLEK, Dušan. Jak připravit skvělou prezentaci : návod pro začátečníky, inspirace pro pokročilé. Praha: Powerprint, 2022. ISBN 978-80-7568-553-7. BEHÚN, Dalibor; BEHÚN, Petr. Pište čtivě a srozumitelně : šílení korektoři o stylistice a plain language. Brno: Zoner Press, 2023. ISBN 978-80-7413-572-9. Recommended: KANITZ, Anja von. Umění úspěšné komunikace : jak uspět v každém rozhovoru. Praha: Grada, 2005. ISBN 80-247-1222-9. PEASE, Allan; PEASE, Barbara. Řeč těla. Praha: Portál, 2008. ISBN 978-80-7367-449-6. MEDZIHORSKÝ, Štefan. Asertivita. Praha: ELFA, 1991. ISBN 80-900197-1-4. DEVITO, Joseph A. Základy mezilidské komunikace. Praha: Grada, 2008. ISBN 978-80-247-2018-0. BASU, Andreas; FAUST, Liane. Umění úspěšné komunikace : jak správně naslouchat, řešit konflikty a mluvit s druhými lidmi. Praha: Grada, 2013. ISBN 978-80-247-5032-3. JIŘINCOVÁ, Božena. Efektivní komunikace pro manažery. Praha: Grada, 2010. ISBN 978-80-247-1708-1. HIERHOLD, Emil. Rétorika a prezentace. Praha: Grada, 2008. ISBN 978-80-247-2423-2. KNAFLIC, Cole Nussbaumer. Storytelling with you : plan, create, and deliver a stellar presentation. Hoboken: Wiley, 2023. ISBN 978-1-394-16030-3. LIES, Annette. Ne je moje superschopnost : jak vylepšit svůj život jedním slovíčkem. Praha: Portál, 2023. ISBN 978-80-262-2005-3. LEWIS, David. Tajná řeč těla. doplněná verze. Praha: Bondy, 2010, 255 s. ISBN 978-80-904471-7-2. SCHARLAU, Ch. Trénink úspěšné komunikace: Jak uspět v každém rozhovoru v práci i osobním životě. Praha: Grada, 2010. ISBN: 9788024733012"
Leading of Working Groups and Teams,2OP835,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=70952;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,The course aims to prepare students to acquire key knowledge and skills necessary for effective leading of working groups and teams of colleagues.,"1.Working group -- definition, composition, development stages. (allowance 0/0) 2.Team -- definition, composition, development stages. (allowance 0/0) 3.Management -- definition, role in organization, styles. Role of a manager. (allowance 0/0) 4.Leading -- definition, role in organization, styles. Leadership and leader. (allowance 0/0) 5.Strategic management vs. line and middle management. (allowance 0/0) 6.Managerial activities -- planning, organizing, goals setting, communicating, control. (allowance 0/0) 7.People management -- recruitments, appraisal of workers, their development. (allowance 0/0) 8.People management -- delegation and motivation. (allowance 0/0) 9.People management -- feedback and coaching. (allowance 0/0) 10.Change management in organization. (allowance 0/0)","- define and distinguish working group and team - explain concept of leading and managing - clasiffy strategic and line management - apply managerial activities at people management - planning, organizing, goals setting, communicating and control - formulate preparations for Change Management - manage key managerial skills - recruitment interview, team members development and motivation, appraisal, delegation, coaching approach",Active lecture/seminar/workshop/tutorial participation: 26 % Term paper: 34 % Final test: 40 %,"Basic: JAY, Ros; TEMPLAR, Richard. Velká kniha manažerských dovedností. Praha: Grada, 2006. ISBN 80-247-1279-2. KOTTER, John P. Vedení procesu změny : osm kroků úspěšné transformace podniku v turbulentní ekonomice. Praha: Management Press, 2015. ISBN 978-80-7261-314-4. COVEY, Stephen R. 7 návyků skutečně efektivních lidí : zásady osobního rozvoje, které změní váš život. Praha: Management Press, 2014. ISBN 978-80-7261-268-0. WHITMORE, John. Koučování : rozvoj osobnosti a zvyšování výkonnosti : metoda transpersonálního koučování. Praha: Management Press, 2019. ISBN 978-80-7261-559-9. Armstrong, M., & Taylor, S. (2015). Řízení lidských zdrojů : moderní pojetí a postupy : 13. vydání. Grada Publishing. Recommended: ARMSTRONG, Michael; STEPHENS, Tina. Management a leadership. Praha: Grada, 2008. ISBN 978-80-247-2177-4. KOTTER, John P. Vědomí naléhavosti : první a nejdůležitější krok realizace změny. Praha: Management Press, 2009. ISBN 978-80-7261-193-5. COVEY, Stephen R. 8. návyk : od efektivnosti k výjimečnosti. Praha: FC Czech, zastoupení FranklinCovey v ČR a SR, 2015. ISBN 978-80-7261-359-5."
Market Research,2OP852,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=87851;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,The aim of the course is,"1.Research of the consumer behaviour at three levels: national economy, household as the basic economic unit, consumer as an individual. (allowance 0/0) 2.Trends in consumption, corridors, boom symptoms. (allowance 0/0) 3.Household, structure of household, lifecycle and impacts on consumption. (allowance 0/0) 4.Household equipment, reproduction, logistical curve, innovation. (allowance 0/0) 5.Segmentation: tree, behavioural and psycho-graphical. (allowance 0/0) 6.Features and limits of the quantitative and the qualitative research, main features of the methodology. (allowance 0/0) 7.Psychological determinants of the consumer behaviour. (allowance 0/0) 8.Price, pricing dimension, dimension of the price perception by a consumer. (allowance 0/0) 9.Models of the decision making by a consumer and predication of its behaviour. (allowance 0/0)",,Term paper: 50 % Final test: 50 %,"Basic: Bárta, V., Bártová, H., & Koudelka, J. (2007). Spotřebitel : (chování spotřebitele a jeho výzkum). Oeconomica. TAHAL, Radek. Marketingový výzkum : postupy, metody, trendy. Praha: Grada Publishing, 2017. ISBN 978-80-271-0206-8. Recommended: Bárta, V., & Bártová, H. (2009). Homo spotřebitel. Oeconomica."
Elementary Statistics,2OP812,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=62494;aktualni=1;poc_obdobi=1230,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,"The aim of the course is to equip the students with specialized knowledge of statistical processing and analysis of data which can be used in trade, including understanding the methodology. Students learn how to present data and interpret characteristics gained by using statistical methods.","1.Basic statistical terms, types of variables, frequency tables and frequency charts. (allowance 0/0) 2.Summary characteristics: measures of location (averages, percentiles, mode), measures of variability. (allowance 0/0) 3.Evaluation of trends in time series: fixed base indices, chain index numbers, growth coefficient, chronological average, moving averages. (allowance 0/0) 4.Presentation of data and analysis results by means of tables and charts. (allowance 0/0) 5.Comparing indicators by means of indices and differences: elementary index numbers, summary index numbers, consumer price index, inflation rate. (allowance 0/0) 6.Principles of investigation of relationships between statistical variables: correlation analysis, analysis of variance, regression analysis. (allowance 0/0) 7.Analysis of data obtained on the basis of questionnaire survey (by means of contingency tables). (allowance 0/0) 8.Population estimation: point estimators, interval estimation. (allowance 0/0) 9.Principles of hypotheses testing: one-sample and two-sample tests, pair test, goodness of fit test. (allowance 0/0) 10.Tests of independency: chi-squared test in the contingency table, F test in analysis of variance, t test in correlation analysis. (allowance 0/0)","- apply and interpret summary statistical characteristics, - describe trends in time series, compare indicators by means of indices and differences, - describe principles of investigation of relationships between statistical variables and to apply them on specific cases, - analyze data obtained on the basis of questionnaire survey, - apply statistical hypothesis testing.",Active lecture/seminar/workshop/tutorial participation: 6 % Term paper: 20 % Final test: 74 %,"Basic: Řezanková, H., & Löster, T. (2013). Základy statistiky (1st ed.). Oeconomica. Recommended: Langhamrová, J., Löster, T., & Řezanková, H. (2009). Statistické metody a demografie. Vysoká škola ekonomie a managementu. Löster, T., & Řezanková, H. (2009). Úvod do statistiky. Oeconomica."
Audit,3BE226,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=98291;aktualni=1;poc_obdobi=1271,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,"Prepare students to perform audits in the era of the 4th Industrial Revolution. To highlight the consultative approach of the audit profession, suggest possible audit focus and share current methods for handling audit engagements. Explain audit procedures, audit documentation, data analytics, and professional communication of audit results. During the course, teams solve case studies reflecting the entire audit process in an international context.","1. Risk Management (Economical Context, Risk Theory, Risk Management, Business Management) 2. Business Control (Control Environment, Internal Control, External Control, Control vs. Audit) 3. Audit (Audit History, Profession Development, Audit Types, Legal Bases) 4. External Audit (Audit Theory, Audit Objectives, ISA International Standards, Chamber of Auditors) 5. Internal Audit (Audit Theory, Audit Objectives, IPPF International Standards, International Institute of Internal Auditors) 6. Auditor (Modern Concept of Audit Services, Skills, Education, Certification) 7. Audit Planning (Risk Analysis, Law, Management Requirements, Audit Plan) 8. Audit Process (Preparation, Audit, Completion, Discussion) 9. Audit Techniques and Data Analytics (Interview, Observation, Analytics, Statistics) 10. Audit Documentation (Audit Trail, Audit Program, Audit Records, Audit Report) 11. Audit Trends (Big Data, ESG, ICT, Industry 4.0) 12. Audit Communication (Communication Theory, Audit Communication, Audit Meetings, Dress Code)","- define audit and its tasks in the modern corporation strategy; - design an analysis of potential risks and select processes for audit; - prepare an audit programme containing current topics (Big Data, ESG, ICT, Industry 4.0); - plan audits, select samples, design methods, and verify the risk processes of the enterprise; - formulate recommendations for management, and report on audit results.",Active lecture/seminar/workshop/tutorial participation 50 %: 50 % Final test 50 %: 50 % Total 100 %: 100 %,"Basic: Anthony, R. N., Govindarajan, V., Hartmann, F. G. H., Kraus, K., & Nilsson, G. (2021). Management control systems. McGraw-Hill. Crawford, L., Gray, I., & Manson, S. (2015). Audit process : principles, practice and cases. Cengage Learning. MURDOCK, Hernan. Auditor essentials : 100 concepts, tools, and techniques for success. Boca Raton: CRC Press, Taylor & Francis Group, 2019. ISBN 978-1-138-03691-8. Recommended: Arens, A. A., Beasley, M. S., Elder, R. J., & Hogan, C. E. (2020). Auditing and assurance services : international perspectives. Pearson. Lindauer, R. (2017). Modern risk management remarks. Oeconomica, nakladatelství VŠE. WESTLAND, J. Christopher. Audit analytics : data science for the accounting profession. Cham: Springer, 2020. ISBN 978-3-030-49090-4."
Financial mathematics,3BE122,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=110232;aktualni=1;poc_obdobi=1271,2026/2027,WS 2026/2027,winter,bachelor,6.0,ECTS,6.0,"The course is focused on basic and advanced methods used in financial theory. The aim is to make the students familiar with sequences and series, principles of time value of money and basic principles of financial markets.","1. Sequences, boundedness and monotonicity, limit of a sequence. 2. Series, convergence of series, geometric series, power series, summing up series, absolute convergence. Testing convergence. 3. Time value of money. Simple, compound and continuous interest. Frequency of compouding. Nominal, effective and real interest rates. 4. Annuity-immediate, anuity-due and continuous annuity. Present and future values of annuities and present value of perpetuities-immediate and due. 5. Net present value, internal rate of return, investment project appraisal using annuities and perpetuities. 6. Securities, perpetuities. Bonds, yield. Valuation of stock - dividend discount model. 7.Basics of stochastical finance.","solve the following tasks 1) use sequences in solving mathematical problems, 2) work with series, calculate their sum and analyse their convergence, 3) use various kinds of compounding, determine the effective and real interest rates, 4) calculate the present and future value of annuity with various frequencies of payments and compounding, 5) valuate bonds and stocks, work with exchange rates, 6) analyse the risk and return of a portfolio.",Active lecture/seminar/workshop/tutorial participation 10 %: 10 % Mid-term test(s) 30 %: 30 % Final test 60 %: 60 % Total 100 %: 100 %,"Basic: Jackson, T. M., & Parkinson, R. (1989). Financial mathematics and statistics. Checkmate Gold. LUENBERGER, D. G. Investment Science. Oxford: Oxford Univerzity Press, 1997. ISBN 01951008094."
Informatics,3BE114,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=98531;aktualni=1;poc_obdobi=1271,2026/2027,WS 2026/2027,winter,bachelor,4.0,ECTS,4.0,"Course is oriented on getting knowledge in using the office application software MS Office 2013. Target of the course is to teach students in advanced techniques and practices in creation of documents, tables, graphs. Part of course is alse focused on preparation of electronic presentation in MS Powerpoint.","UEP Network, rules, file managing Integrated Study Information System Basic skills in preparation of scholarly documents (styles, objects in documents, lists, contents, working with tables in document) Data analysis in spreadsheets(preparing and editing of a table, formulas, graphs, pivot tables, sorting and filtering of data) Basic skills in preparing of a presentation (inserting of slides, images, animation, projection) A team cooperation on a presentation","- define basic rules of academic papers in MS PowerPoint, Word and Excel, - explain the advantages of using a unified formating (the master slide in MS PowerPoint, MS Word styles), - create a presentation in MS PowerPoint with the principles of for creating presentations, - create a large document in MS Word with all the necessities of academic paper, - describe proper referencing styles and use MS Word tools to cite sources, - use MS Excel tools to process data (formulas, filter, sort, etc.), - use MS Excel tools to present data (charts, SmartArt, tables) data, - use Word, Excel and PowerPoint to create papers, Bachelor's and Master's theses.",Presentation or defence 15 %: 15 % Mid-term test(s) 30 %: 30 % Final test 40 %: 40 % Homeworks 15 %: 15 % Total 100 %: 100 %,"Basic: Office 2013 simplified [elektronický zdroj] : [step-by-step instructions for easy learning]. Indianapolis, Ind.: John Wiley & Sons, 2013. Recommended: Ed Bott, Carl Siechert. Microsoft Office 2013. Microsoft Press, 2013. ISBN 9780735669062 [required] http://office.microsoft.com/en-gb/training [required] John Walkenbach. Excel 2013 Formulas. John Wiley & Sons, 2013. ISBN 9781118490457 Lisa A. Bucki, John Walkenbach, Michael Alexander, Dick Kusleika, Faithe Wempen. Office 2013 Bible: The Comprehensive Tutorial Resource. John Wiley & Sons, 2013. ISBN 9781118766767"
Logistics,3BE315,Prague University of Economics and Business,Czech Republic,https://insis-test.vse.cz/katalog/syllabus.pl?predmet=98297;aktualni=1;poc_obdobi=1271,2026/2027,WS 2026/2027,winter,bachelor,5.0,ECTS,5.0,"The course provides fundaments of Logistic management. The course contains overview about essential logistic strategies, services, processes such as procurement, supply planning and management, warehousing, distribution planning and transportation planning and organization including technical bases of transport. Students acquire orientation in logistic strategies, concepts and in particular processes.","- Introduction to Logistics and logistic strategies - Supply chain management - Logistic services - Procurement - Means of transport in logistics - Loading units in logistics - Demand planning, supply planning and management fundamentals - Logistics in distribution - Warehousing","Course graduates are familiar with logistic services, strategies, technologies and processes in modern supply chains. In addition to that, they are equipped with knowledge and skills in specific areas of logistic system. Furthermore, identification of imperfections and defects in logistic system and defining viable solutions of them are skills that students gain during the course. Last but not least, students experience work in teams during logistic classes. Gained knowledge and skills are equal to logistic disponents and in selected areas provide basic skills equal to logistic managers.",Active lecture/seminar/workshop/tutorial participation 10 %: 10 % Term paper 20 %: 20 % Presentation or defence 10 %: 10 % Mid-term test(s) 30 %: 30 % Final test 30 %: 30 % Total 100 %: 100 %,"Basic: GRANT, David B. Fundamentals of logistics management. London: McGraw-Hill, 2006. ISBN 0-07-710894-9. Comtois, C., Rodrigue, J., & Slack, B. (2009). The geography of transport systems. Routledge. CHRISTOPHER, Martin. Logistics & supply chain management. Harlow: Pearson, 2016. ISBN 978-1-292-08379-7. Recommended: MOSOLF, Jörg Horst; PERNICA, Petr. Partnership in logistics. Praha: Radix, 2000. ISBN 80-86031-24-1."
