course_title,course_code,university,country,source_url,academic_year,semester,semester_normalized,study_level,credits,credit_system,ects_credits,aims,course_content,learning_outcomes,assessment_methods,literature
Corporate Finance,BUST10012,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10012.htm,2025/26,Semester 2,summer,Undergraduate,20,SCQF credits,10.0,"This is a course on empirical research in mainstream topics in corporate finance, for example debt policy, dividend policy, the financing of companies, corporate governance, and the effects of family ownership and private equity. The course is intended for, though not restricted to, Year 3 or Year 4 students on the following degree programmes: - MA Accounting and Finance - MA Finance and Business - MA Economics with Finance The listed entry requirements are applicable to all students.","Honours Corporate Finance considers aspects of the financial management, financing and governance of companies believed to be of academic interest and practical importance. The aims are to introduce students to current thinking and empirical research on the chosen topics, and to develop skills of understanding, analysis and explanation. The course builds on the finance and accounting learned earlier in the degree programme, and so it assumes some knowledge of companies and financial reporting, and concepts such as discounted cash flow and the cost of capital. The course adds to students' knowledge mainly by examining empirical research on the topics studied. Research in corporate finance is a social science, the aim of which is to understand about value creation and financial decision-making as observed in the corporate sector. Students will learn about the current state of knowledge on each topic studied and about how research in corporate finance is conducted, through studying the research design and contribution to knowledge of carefully selected papers. Outline Content The syllabus will vary somewhat from year to year, depending on developments in the literature, the interests of the lecturer(s), and the content of other Honours courses in finance offered by the Business School. The course is helpful to students in thinking about dissertation topics, because it focuses on the design and results of empirical research projects. Student Learning Experience Tuition consists of ten two-hour lectures together with a number of seminars in which we discuss specific questions relating to papers on the reading list. In each lecture an overview of the topic is presented and several papers are reviewed in some detail, to give insight into the current state of research on the topic. Students learning occurs primarily through engagement with the lectures and seminars, and through reading and thinking about the papers and other literature recommended. The assessed assignment for the course is currently an individual presentation of two empirical papers of the students choice. This assignment provides further opportunities to engage with the literature, and develops students skills of communication and explanation.","On completion of this course, the student will be able to: Knowledge and insight into companies' financial behaviour, as conveyed in recent academic research, and an appreciation of ongoing questions about our understanding of companies' behaviour. An ability to understand, explain and evaluate empirical research in corporate finance. Knowledge and understanding of research methods used in research in corporate finance. Experience in written and verbal communication, including making a presentation.","Written Exam 70 %, Coursework 30 %, Practical Exam 0 %",A programme of study with topics and selected readings will be provided at the start of the course.
Crisis Management for Organisations,BUST10162,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10162.htm,2025/26,Semester 2,summer,Undergraduate,20,SCQF credits,10.0,"A crisis is low probability, negative impact event that may be without apparent cause or set response, but that needs to be resolved quickly to mitigate impact (Crandall et al., 2021). A crisis is something that will affect almost every business and organisation. This course provides a foundation for tomorrow's organisational leaders to deal with dynamic crises that could threaten their businesses. Strategic Management is not a prerequisite but is highly recommended. This course will cover - Critical thought - Crisis management frameworks - Sources of Crises - HRM and Strategic approaches to crisis management - Crisis communication - Ethics and more... Using a mix of lecture, workbook, workshops, and live simulation of a dynamic crisis events, this course seeks to prepare students to recognise and respond to crisis in their organisations not only as they happen, but to think critically and evaluate ""what could happen"" to identify and eliminate or plan for a response. WARNING: These sessions will discuss crisis events that have occurred in business, how they happened and what could have been done to prevent them or mitigate their effects. While not every crisis results in injury or loss of life, images, descriptions, and contents could be disturbing for some students.","Building on concepts introduced in The Psychology of Business, The Business of Edinburgh, Human Resource Management, and Strategic Management, Crisis Management for Organisations seeks to provide third- and fourth-year students with an introduction to crisis management. The course aims to provide students with a basic understanding of the theory and framework underpinning crisis management with the goal of creating an appreciation for the effects of a crises on organisations and methods for recognising and mitigating them. The course will be delivered over ten weeks and will consist of lectures, workshops, and a workbook. Learning aims include, crisis identification, crisis mitigation, the importance of communication, crisis ethics, organisational strategy and crises, and organisational learning. The course is designed to give students a broad understanding of crisis management from an organisational perspective thus facilitating their understanding and promoting critical thought. While many aspects of crisis management could be considered strategic, the wider effects of a crisis can dramatically impact the economic, psychological, sociological, administrative, and human relations systems in an organisation. For this reason, the course is positioned in the Organisational Studies department. Learning Aims 1. Be able to understand and articulate the types and sources of organisational crises. 2. Understand the theories and frameworks underpinning crisis management. 3. Recognise and respond with a critical evaluation of a crisis situation and their team's response to it. Outline Content 1. Frameworks and theory. 2. The crisis management landscape 3. Sources of Crises 4. HRM and Crisis Management 5. Crisis Management Plans and Teams 6. The crossover between Strategic Management and Crises 7. Taking Action when a crisis happens 8. HRM and Crisis communication 9. Ethics in crisis management 10. Debrief and unpack your crisis The highlight of the course is a 2 hour (minimum) wide game involving student teams of 5-6 who will take part in a dynamic, real-time crisis and be required to respond to the events as they happen. This event will be used as the foundation for the end of term paper.","On completion of this course, the student will be able to: Understand and critically evaluate the causes and effects of crises and how they impact organisations. Demonstrate critical thinking in the evaluation of organisational crises and apply appropriate skills and critical approaches necessary to recognise crises sources before they happen. Demonstrate an understanding of basic crisis management and risk mitigation from the standpoint of HRM and Strategic mid-level/front-line management roles. Demonstrate critical writing skills, and tools and techniques of critical thinking and event analysis, through the completion of a case-based mid-term essay and a final reflective essay based on their teamÂ¿s performance in the crisis game. Reflect on their learning experience within a group context, and ways in which they have developed over the course and the wider transition into university. Learning Resources Crandall, William Rick; Parnell, John A.; Spillan, John E., Crisis Management: Leading in the New Strategy Landscape (Fourth Edition), Independently Published, 2021 Additional Information","Written Exam 0 %, Coursework 100 %, Practical Exam 0 %",
Decision Analytics,BUST10133,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10133.htm,2025/26,Semester 1,winter,Undergraduate,20,SCQF credits,10.0,This course provides students with an understanding of the techniques available for the analysis of management problems in which uncertainty plays a significant role.,"The techniques used for the analysis of management problems are illustrated using examples based on applications from the areas of capacity planning, quality control, consumer behaviour, inventory management, finance and purchasing. Outline Content The course is comprised of four modules which cover four modelling techniques: 1. Markov Chains 2. Markov Decision Processes 3. Decision Analysis 4. Sequential Sampling Student Learning Experience 1. Lectures explain the concepts underpinning four modelling techniques for management problems involving uncertainty and present a series of illustrative examples. Lectures are supported by suggested readings from the recommended texts. Students are advised to attend all lectures. 2. Students gain further experience in the application of the techniques to management problems by working through the example questions uploaded in the 'Tutorials' folder on Learn at their own pace, with feedback via online solutions. 3. Optional example class tutorials summarise each topic covered by reviewing a past examination question. 4. Additional web-based material provides students with feedback as they tackle further past examination questions. 5. The coursework project requires students to build a model of a management case study, to analyse the model using techniques covered in the course and to present the findings in a written report. Students will develop skills in the use of Microsoft Excel to support their analysis of the model.","On completion of this course, the student will be able to: Discuss critically the practical use of the techniques covered. Apply the modelling techniques covered to structure management problems. Solve models built using the techniques covered. Make inferences about a management problem based on the solution of a model built using the techniques covered.","Written Exam 70 %, Coursework 30 %, Practical Exam 0 %","Recommended: Hillier, F. S & Lieberman, J.G. (2015). Introduction to Operations Research. NY: McGraw-Hill. Further suggestions posted on Learn."
Digital Business,BUST10144,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10144.htm,2025/26,Semester 2,summer,Undergraduate,20,SCQF credits,10.0,"This course prepares you to lead and innovate in the digital age. You will gain skills to design digital business models, understand how to search and acquire resources using digital tools, and critically analyse opportunities and challenges of disruptive technologies. Throughout the course, you will explore digital platforms, artificial intelligence, and the impact of digital technologies on society, among others.","Digital Business is about how digital technologies fundamentally shift how businesses operate and create value. The course offers insights into creating and capturing value online and invites students to critically analyse the ethical and societal implications of digital business practices. It encourages a broader view of digital business, combining strategic, technological, ethical, and managerial perspectives. This approach prepares students not just to participate in the digital economy but to shape its evolution. The course provides insights into the future of business in a digital world through interactive lectures, hands-on short projects, problem-solving exercises, and collaborative discussions. As an honours course, Digital Business is designed to empower you to elaborate on your understanding of the questions and debates related to the course topics. There is a lot of emphasis on your active participation and reflections. You will be expected to: Prepare for lectures, seminars, and workshops by reading the material in advance; Take notes of your thoughts, ideas, and reflections during your readings, and use them in the course activities or as discussion elements; Actively seek out feedback throughout the semester and reach out for support, whenever needed; Engage in weekly problem-solving activities, comprehension exercises, and small group discussions; Reflect on your learning process and how your acquired knowledge will help you in your future profession. At the end of each session, students can discuss the topics and the results of classroom activities with the lecturer.","On completion of this course, the student will be able to: Identify and critically analyse how digital technologies impacts business-related activities. Identify and critically analyse opportunities and risks related to digital technologies. Apply the relevant literature to understand and critically analyse real-world cases.","Written Exam 0 %, Coursework 100 %, Practical Exam 0 %",Students will find the reading list on Learn.
Digital Economy and Policy,BUST10165,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10165.htm,2025/26,Semester 2,summer,Undergraduate,20,SCQF credits,10.0,"This course aims to provide students with a unique insight into various policies that play important roles in the effective and healthy development of the digital economy. Government policies in the digital era are constantly evolving with the rapid digitisation of businesses and the wider economic activities. Awareness of and compliance with these policies are indispensable for the prudent operation of any business. A thorough understanding of current and potential future government interventions is also essential to the design of corporate strategies. Topics covered will include personal and algorithmic pricing, privacy and cybersecurity policies, as well as regulation and consumer protection.","As a key ingredient, this course provides knowledge on relevant policies and regulations in digital markets. It also provides theoretical foundations and practical relevance of these policies. This provides students with the necessary knowledge to develop an understanding of current and potential future government interventions, which is essential for businesses and the broader digital economy. Outline Content: -Introduction to key concepts in the digital economy -Economics of platforms and regulation -Behavioural biases and consumer policy -Personalised and algorithmic pricing -Privacy and cybersecurity policy This course is research-driven and draws from recent policy debates and academic research. Students are expected to attend lectures, engage with case studies during seminars, and contribute to the discussion of topical issues in digital markets. The course also contains guest lectures, including potentially those from the Competition and Markets Authority, who has an office in Edinburgh and a new Digital Markets Unit and has successfully collaborated with our institution on student projects in the recent past. These guest lectures provide practical insights into how businesses can comply with the relevant laws and regulations governing digital markets.","On completion of this course, the student will be able to: Demonstrate a critical understanding of principal concepts and theories in the digital economy. Apply these concepts and theories to analyse relevant cases and markets and offer professional insights, interpretations and solutions to problems and issues within the digital economy. Critically evaluate the impact of current and future regulations on businesses and consumers.","Written Exam 0 %, Coursework 100 %, Practical Exam 0 %","Crawford, G., Crémer, J., Dinielli, D., Fletcher, A., Heidhues, P., Luca, M., Salz, T., Schnitzer, M., Scott Morton, F. M., Seim, K. and Sinkinson, M. (2023) Consumer Protection for Online Markets and Large Digital Platforms, Yale Journal on Regulation Chicago Booth (2019) Stigler Committee on Digital Platforms, Final Report, https://www.chicagobooth.edu/research/stigler/news-and-media/committee-on-digital-platforms-final-report Ezrachi, A. and Stucke, Maurice. (2020) Sustainable and Unchallenged Algorithmic Collusion, Northwestern Journal of Technology & Intellectual Property, 17(2) Ennis, S. and Lam, W. (2021) Personalised Pricing and Disclosure¿, UK Government, BEIS Research Paper, https://www.gov.uk/government/publications/personalised-pricing-and-disclosure"
Eco-Innovation for a Circular Economy,BUST10153,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10153.htm,2025/26,Semester 1,winter,Undergraduate,20,SCQF credits,10.0,"The course introduces key environmental sustainability theories, models and frameworks. This is a project-based course which provides students with an opportunity to apply the knowledge and skills acquired throughout their business degree programme. Students are supported in forming groups and choosing a case-study organisation whose current business model results in a detrimental environmental impact. Optional sectors to draw from include construction, fashion, automotive, food, agriculture, electronics and cosmetics. Students work collaboratively within their groups to review the current business model of their chosen organisation with the purpose of identifying alternative practices which eliminate waste and pollution, promote the continual use of resources and reduce environmental impact. The course adopts a flipped classroom delivery method, with course materials available online and 2 hours per week of facilitated seminars, workshops and group activities. Full semester delivery.","Academic Description The course introduces key environmental sustainability theories, models and frameworks. This is a project-based course which provides students with an opportunity to apply the knowledge and skills acquired throughout their business degree programme. Drawing from case-study organisations and industries with a detrimental environmental impact, the course invites students to generate and select viable eco-innovations which work towards circularity and reduce environmental impact. It aims to develop inter-personal, analytical and presentation skills; to give detailed insights into the challenges and problems encountered by businesses wishing to adopt a more environmentally friendly approach and to gain practical knowledge of how environmental impact can be reduced with the adoption of more environmentally focused and sustainable business models. Outline Content Topic 1: The Problem: Resource Depletion, Pollution and Climate Change. Topic 2: Circular Economy Theories (eg Cradle to Cradle Design Philosophy by William McDonough and Michael Braungart, Biomimicry by Janine Benyus and Regenerative Design by John Lyle) Topic 3: Circular Business Models. (eg Circular Supply, Resource Recovery, Product Life Extension, Rental and Sharing Ownership and Product Service System Models) Topic 4: Design Thinking (Tools to Analyse, Ideate and Develop Eco/Circular Innovations) Topic 5: Materials: Designing for a Circular Economy Topic 6: Circularity: Closing the Loop Topic 7: Future of Eco-Innovations and Circular Economy Leadership. Student Learning Experience There will be a period of formal lectures and seminars at the start of the course. These will introduce key sustainability theories, models and frameworks with focus on Eco-innovation and the circular economy as a systems-based concept, aiming to design out waste and pollution. The central part of the course involves student groups identifying an organisation (or widely adopted industry practice) with a linear make-use-dispose business model. The groups will undertake secondary research to map current practice, with the objective of generating ideas and solutions which could be adopted to reduce the company's environmental impact. The final part, starting on Week 9 will conclude the project by providing workshops on presentation skills, report writing, cumulating with student video presentations, where the groups present their recommendations.","On completion of this course, the student will be able to: Reflect upon and critically evaluate theories and concepts underpinning Eco-innovation and the Circular Economy. Critically evaluate and apply alternative business models and solutions for the reduction of environmental impact. Work collaboratively to gain detailed insights into the challenges and problems encountered by businesses wishing to adopt a more environmentally friendly approach.","Written Exam 0 %, Coursework 100 %, Practical Exam 0 %","Indicative Reading List: Skene, K., 2015. Sustainable Economics. Routledge. R, W., 2019. The Circular Economy. Routledge. Benton, D., 2015. The Guide to The Circular Economy Routledge."
Economic Aspects of Competition Policy,BUST10124,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10124.htm,2025/26,Semester 1,winter,Undergraduate,20,SCQF credits,10.0,This course aims at familiarising the student with the economic theory that supports competition policy and analysing the mutual effects between the structures of industries and their economic performance.,"The course considers the social welfare implications of different market structures, as they affect the behaviour and strategies of firms in terms of price, output, or R&D. Special attention is paid to the theory of oligopoly and how it fits within the overall structure-conduct-performance (SCP) paradigm. The lessons obtained from the theory will be applied to the analysis of mergers, price-fixing, or abuse of dominant position, among other topics. Real-life case studies will be discussed in class, and they appear in all forms of assessment. Outline Content The course is delivered in ten sessions that cover the following topics: 1. Introduction to the SCP paradigm 2. Theory of Oligopoly 3. Introduction to Game Theory 4. Oligopolistic Coordination 5. Strategic Entry Deterrence 6. Introduction to Competition Policy 7. Market Structure and Concentration 8. Mergers and Acquisitions 9. Merger Policy 10. Market Structure, R&D, and Intellectual Property Student Learning Experience Much of the student's learning will be achieved by the student reading the set items from the reading list. For each topic the reading list specifies the most important and the less important items. For each topic on the Reading List a question is specified which helps students to focus their thoughts whilst carrying out the reading. Lectures provide a detailed synthesis of the literature with illustrative examples. Because the class is typically small, and the scheduled time for each lecture quite long, students are given ample opportunities to both discuss their understanding of the material they have read and the ideas put forward by the Lecturer. This course makes extensive use of detailed lecture slides which will be available on Learn at least 2 days before the class so that students can download them and concentrate of the verbal explanations in lectures. In the 2nd Semester an additional (voluntary) revision session is held.","On completion of this course, the student will be able to: Understand how firms interact strategically with each other when making decisions about price and output, among other variables. Carry out an investigation into a price-fixing case using quantitative and qualitative methods. Understand and discuss critically how firms may act strategically to boost their profits by abusing their dominant positions, and the regulations in place to prevent this behaviour. Understand how M&A activity affects market structure, firm conduct and market performance, and how to carry out a merger investigation to identify and mitigate its possible anti-competitive effects. Understand how innovation is protected by patents and the different ways in which firms can misuse their intellectual properties in detriment of competition.","Written Exam 0 %, Coursework 100 %, Practical Exam 0 %","1. The main textbook for this course: S Martin, Industrial Organisation in Context, Oxford University Press, 2010. 2. J Lipczynski, J Wilson & J Goddard, Industrial Organisation, Prentice Hall, 2005; 3rd edition 2009. 3. J Church & R Ware, Industrial Organisation, McGraw-Hill, 2000. 4. S Davies, B Lyons, P Geroski, & H Dixon (eds.), Economics of Industrial Organisation, Longman, 1988. 5. D. E. Waldman & E.J. Jensen, Industrial Organisation, Addison-Wesley, 1998."
Enterprise Consultancy Project,BUST10120,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10120.htm,2025/26,Semester 2,summer,Undergraduate,20,SCQF credits,10.0,"This project based course provides an opportunity to apply, in an integrated fashion, the knowledge and skills acquired elsewhere in their degree programme, in the context of a new small but growing business.","This project based course provides an opportunity to apply, in an integrated fashion, the knowledge and skills acquired elsewhere in their degree programme, in the context of a new small but growing business. It aims to develop inter-personal, analytical and presentation skills; to give detailed insights into the challenges and problems of a growing new business; and to gain practical knowledge in a live company of how these problems may be overcome and growth successfully generated. There will be a period of formal workshops and preparation at the start of the course. These will introduce consulting, the consulting process and the skills and tasks necessary to successfully undertake a short-term consulting assignment in a new growth orientated business. The central part of the course involves a consultancy assignment undertaken for the owner-manager of a new local business, to be recruited before the course starts. The businesses will be chosen under the direction of the course co-ordinator, who will also agree the briefs with the companies in general terms. Students will be assigned to teams of between three to six members. It then becomes the responsibility of the team to negotiate the details of the project with the client, to negotiate resources (such as office space, telephone, faxes etc.), to schedule meetings and to produce, and present, such interim reports as the client deems necessary. The course will start with workshops on the consultancy process, research methodology, and advanced small business growth. Part two starting on Week 3 will be to conduct the consultancy research for the chosen company. Clinics will be provided to advise and mentor the students. Part 3 starting on Week 9 will conclude the project by providing workshops on presentation skills, report writing, and presentations to the companies. PART 1 Week 1 Introduction to the course What is consultancy? Special issues of consulting in small businesses The consultancy process. Special issues in planning the growth of a new small firm. Week 2 Consulting for small businesses and new ventures. Week 3 Group work dynamics workshop + Late afternoon/evening session - meeting the companies and discussing the briefs. PART 2 The consultancy projects During this period the group must maintain regular contact with the company, and with the course tutors at the project clinics. Week 4 Process consultancy and client management. Week 5 Understanding and researching the business environment. Week 6 Presentation Skills and Report Writing. Week 7 Project Clinics PART 3 Concluding the Project Week 8 Guest Speaker Week 9 Times to fit into convenience of companies. Presentations to company. Draft report to be ready by the start of this week . Week 10 Final Report to be handed in to companies and for final assessment. ETHICS All research conducted in the project must be monitored by the course co-ordinators to ensure it conforms to the ethical standards of the University. Student Learning Experience Clinics will review progress and give the tutor an opportunity to offer suggestions and advice on any problems relating to the conduct of the assignment. It is not necessary for every member of the team to attend each clinic BUT at least one team member will be expected to report in. Additional seminars on group work dynamics have now been included in week 4 and these are designed to prepare students better for working in groups.","On completion of this course, the student will be able to: Understand and critically discuss practical management and understand the problems faced by a real start-up company in planning and implementing business growth. Gain practical experience of undertaking business consultancy. Understand and critically discuss entrepreneurial growth processes in new and small firms. Demonstrate academic understanding and practical skills of the consultancy process.","Written Exam 0 %, Coursework 100 %, Practical Exam 0 %","Joe O'Mahoney & Calvert Markham. Management Consulting, 2nd Edition. Oxford University Press. Available at Blackwells on Clerk Street. Other readings will be made available on LEARN."
Entrepreneurship and Business Growth,BUST10163,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10163.htm,2025/26,Semester 2,summer,Undergraduate,20,SCQF credits,10.0,"The aim of this course is to enhance your understanding of what it takes to develop a growing entrepreneurial start-up and the financing of these new fast growth (scaling) ventures. In following the entrepreneurial journey through lectures, case studies and guest lectures, you will learn about scale-up growth trajectories and the importance of financiers such as business angels and venture capitalists in supporting growth.","The course provides students with a solid grounding in the theory and practice of growing and financing of entrepreneurial ventures. Knowledge, awareness and understanding of key theories are developed through lectures and workshops while practical insights into growing a business are supported by interactive case studies and guest lecturers that have direct experience of entrepreneurial growth. Syllabus - What is a fast growth firm and why does it matter? - Theories of fast growth: what explains why some firms grow? - The value of support in scaling a business: what is the role of teams and entrepreneurial ecosystems in supporting growth? - Understanding the entrepreneurial finance landscape: what role do banks, crowdfunders, business angels and venture capitalists play in supporting growth? - Entrepreneurial business valuations: what are the main methods of valuing a fast growth business? - Business exit: what happens to growth firms and how do they harvest value? Taught over ten two-hour sessions, it successively builds your understanding, awareness and insights into fast-growth businesses. During the course, you will be asked to critically reflect on a case study of a for-profit fast-growth business using the theories, insights and knowledge that you have developed in the course. By the end of the course, and again on your own, you will be asked to critically analyse (although in a non-technical way) the financing choices and implications facing a for profit fast growth business.","On completion of this course, the student will be able to: Understand and discuss critically what growth theories tell us about venture development and growth. Critically evaluate entrepreneurial growth business models and the value of entrepreneurial support. Understand and discuss critically entrepreneurial financing and have developed a greater literacy in how entrepreneurial ventures are valued. Understand and critically evaluate business harvesting (entrepreneurial exits) strategies available to fast growth entrepreneurs","Written Exam 0 %, Coursework 100 %, Practical Exam 0 %","Greene, F.J. (2020) Entrepreneurship theory and practice, Red Globe. ISBN : 9781137589569. Key journals: Entrepreneurship Theory and Practice; Harvard Business Review; Small Business Economics."
Equity Finance,BUST10155,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10155.htm,2025/26,Semester 2,summer,Undergraduate,20,SCQF credits,10.0,"The course is only open to Year 3 or Year 4 students on the following degree programmes: MA Accounting and Finance MA Finance and Business MA Economics with Finance The Equity Finance elective is designed to provide an overview of equity financing, with a clear focus on initial public offerings (IPOs). You will gain familiarity with the market for IPOs more generally and the IPO process in particular. Additionally, you will be introduced to seasoned equity offerings (SEOs). Relevant (empirical) research will be included aiming to help you develop a broad knowledge and understanding of issues relevant to the raising of equity capital.","You will familiarise yourself with the most important terms and issues surrounding equity financing. Through readings, you will learn about the processes and institutional setting of the primary market for equity financing, including the importance of the share allocation process in an IPO and the long-run performance of IPOs. Moreover, you will learn about SEOs and the short-term as well as long-term capital market reaction to this choice of financing. Readings will not only be based on standard books but will include a fair number of academic articles that elucidate contemporary issues relevant to equity financing. Deep understanding of these topics should equip you with a solid base of analytical and critical reasoning skills to help enable the pursuit of a wide array of careers including in investment banking, corporate finance and treasury management. Outline Content Topics covered in this course include an introduction to the IPO market, sources of equity financing, the benefits and costs of going public, the mechanics of the going public process, the issue of IPO underpricing as well as the long-run performance of IPOs. Alternatives to the IPO process will be discussed, too. Additionally, SEOs will be analysed, their reasons and empirical evidence on their capital market perception. Student Learning Experience This course places a great emphasis on independent learning. Before each lecture, you will be provided with a list comprising 2-3 core readings and a number of additional readings. You are expected to read the core readings and ideally most if not all of the additional ones. The lectures will explore particular aspects of the readings and attempt to help you put materials in context. They are not a substitute for the readings. The nature of the material means that in many cases there may be no single acceptable answer. You are expected to learn how to argue a case that is supported by academic theory and empirical evidence.","On completion of this course, the student will be able to: Understand and critically discuss the going public process. Understand and evaluate the reasons for going public and the associated costs and benefits. Understand and critically evaluate current topics pertaining to initial public offerings. Understand reasons of the long-run stock performance of companies following an initial public offering. Understand and assess the main reasons for seasoned equity offerings and the capital market reaction to seasoned equity offerings.","Written Exam 70 %, Coursework 0 %, Practical Exam 30 %","Required: Brearly, R. A., Myers, S. C., &. Allen, F. (2020) Principles of Corporate Finance, Thirteenth Edition, McGraw-Hill. Additional: Berk, J. & DeMarzo, P. (2017), Corporate Finance, Fourth Edition, Pearson Education."
Futures and Options,BUST10023,University of Edinburgh,United Kingdom,https://www.drps.ed.ac.uk/25-26/dpt/cxbust10023.htm,2025/26,Semester 1,winter,Undergraduate,20,SCQF credits,10.0,"The course covers the market structure, use and pricing of futures and options, two key elements of financial markets. Both allow users to modify and transfer risks, take speculative positions, and develop investment strategies and the markets in which they are traded are significant elements of most advanced economies. Key questions as to their applications and pricing form a specialist area in finance. In particular, options involve the development of complex models for, pricing and monitoring their behaviour. A sub-element of the course will examine the use and pricing of interest rate and cross-currency swaps.","The Honours course Futures and Options is part of the suite of honours courses offered by the Business School in finance. It is normally taken in the third year of study of the MA degree at the University of Edinburgh, and is part of the finance progression stream. The course aims to provide students with the tools, knowledge and understanding of the derivative product set (that is, forward contracts, futures, swaps and options), how the instruments are priced, and the markets in which they are traded. The emphasis is on financial management and pricing. To integrate the discussion of these instruments, the course stresses the relationships that exist between the different instruments and, in particular, the various no-arbitrage and replication conditions that underlie the fair pricing of derivatives. Note that the course does not delve into the more advanced aspects of derivatives pricing such as stochastic processes, although some understanding of this is required. Outline Content Introduction to Futures and Options Forward and Futures Prices and Using Futures Commodity Futures Swaps 1: Pricing Swaps 2: Application Introduction to Options and Option Strategies Pricing Options Extending the Models to Indices, Currencies and Futures The Greeks of Option Pricing: Exotic Options Student Learning Experience Futures and Options is structured around the class programme supported by selected readings from the set text with some additional reference material. Outside of the formal class programme, students are expected to undertake additional self-study using the textbook by reading at least the recommended sections and other suggested references, including watching recommended videos. This will allow students to reinforce and expand on material introduced in the lectures. The assignment requires students to examine a particular aspect of the instruments being studied on the course with a view to developing a deeper understanding of the issues and processes involved. In delivering the assignment, students are required to identify, assess, evaluate, understand, and integrate material from a variety of sources and summarise it in a coherent and logical form.","On completion of this course, the student will be able to: Understand and discuss the nature of derivatives and the specialised terminology of financial markets. Understand and discuss how arbitrage pricing works and how this sets prices in a competitive market. Understand and discuss how futures contracts work and how forward and futures contracts are priced in a competitive market. Understand and discuss the different types of options and their characteristics and payoffs, how the boundary conditions for option prices are determined and how the binomial and the Black-Scholes-Merton option pricing models are used to determine the fair value of a simple option.","Written Exam 100 %, Coursework 0 %, Practical Exam 0 %","John C. Hull, Options, Futures, & Other Derivatives, 8e, Prentice Hall International Edition, 2012. (Hull) Students may also wish to consult: Robert W. Kolb and James A. Overdahl, Futures, Options and Swaps, Blackwell Publishing 5/e (Kolb) [Kolb and Overdahl (Kolb) provides a much more detailed step-by-step approach to some of the material than is given in Hull and hence is a good complement to the course text. References to this recommended textbook are also given in the course outline.] A very good book of short essays on all aspects of derivatives, which is highly recommended for giving a straightforward and intuitive understanding of many of the issues discussed on the course is: Don Chance, Essays in Derivatives, Wiley Finance"
